created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2023-07-23T15:49:39+01:00,154,15:49:38,14.603500366210938,91.39404296875,373,,,,
2023-07-23T15:50:09+01:00,155,15:50:09,14.619522094726562,91.204833984375,374,,,,
2023-07-23T15:50:40+01:00,156,15:50:39,14.606170654296875,91.29791259765625,374,,,,
2023-07-23T15:51:10+01:00,157,15:51:10,14.542083740234375,91.40625,374,,,,
2023-07-23T15:51:41+01:00,158,15:51:40,14.624862670898438,91.363525390625,371,,,,
2023-07-23T15:52:11+01:00,159,15:52:11,15.022735595703125,91.19873046875,372,,,,
2023-07-23T15:52:42+01:00,160,15:52:41,15.524749755859375,90.185546875,451,,,,
2023-07-23T15:53:12+01:00,161,15:53:12,15.919952392578125,88.84735107421875,516,,,,
2023-07-23T15:53:42+01:00,162,15:53:42,16.339187622070312,87.20855712890625,525,,,,
2023-07-23T15:54:13+01:00,163,15:54:12,16.624908447265625,86.041259765625,551,,,,
2023-07-23T15:54:43+01:00,164,15:54:43,16.846542358398438,85.07537841796875,556,,,,
2023-07-23T15:55:14+01:00,165,15:55:13,17.062835693359375,84.2041015625,558,,,,
2023-07-23T15:55:44+01:00,166,15:55:44,17.241744995117188,83.18023681640625,586,,,,
2023-07-23T15:56:15+01:00,167,15:56:14,17.385940551757812,82.45697021484375,604,,,,
2023-07-23T15:56:45+01:00,168,15:56:45,17.476730346679688,82.01446533203125,602,,,,
2023-07-23T15:57:16+01:00,169,15:57:15,17.551498413085938,81.6314697265625,604,,,,
2023-07-23T15:57:46+01:00,170,15:57:46,17.586212158203125,81.31103515625,604,,,,
2023-07-23T15:58:16+01:00,171,15:58:16,17.663650512695312,80.8929443359375,601,,,,
2023-07-23T15:58:47+01:00,172,15:58:46,17.743759155273438,80.4107666015625,600,,,,
2023-07-23T15:59:17+01:00,173,15:59:17,17.823867797851562,79.92095947265625,598,,,,
2023-07-23T15:59:48+01:00,174,15:59:47,17.919998168945312,79.522705078125,597,,,,
2023-07-23T16:00:18+01:00,175,16:00:18,17.973403930664062,79.18243408203125,595,,,,
2023-07-23T16:00:49+01:00,176,16:00:48,18.045501708984375,78.99627685546875,593,,,,
2023-07-23T16:01:19+01:00,177,16:01:19,18.066864013671875,78.82843017578125,592,,,,
2023-07-23T16:01:49+01:00,178,16:01:49,18.096237182617188,78.6346435546875,589,,,,
2023-07-23T16:02:20+01:00,179,16:02:19,18.17901611328125,78.5003662109375,588,,,,
2023-07-23T16:02:51+01:00,180,16:02:50,18.216400146484375,78.39508056640625,587,,,,
2023-07-23T16:03:21+01:00,181,16:03:20,18.269805908203125,78.25164794921875,587,,,,
2023-07-23T16:03:51+01:00,182,16:03:51,18.288497924804688,78.2623291015625,585,,,,
2023-07-23T16:04:22+01:00,183,16:04:21,18.31787109375,78.25927734375,583,,,,
2023-07-23T16:04:52+01:00,184,16:04:52,18.352584838867188,78.179931640625,582,,,,
2023-07-23T16:05:23+01:00,185,16:05:22,18.3819580078125,78.08990478515625,581,,,,
2023-07-23T16:05:53+01:00,186,16:05:53,18.405990600585938,77.96173095703125,581,,,,
2023-07-23T16:06:24+01:00,187,16:06:23,18.422012329101562,77.935791015625,583,,,,
2023-07-23T16:06:54+01:00,188,16:06:54,18.443374633789062,77.8961181640625,581,,,,
2023-07-23T16:07:24+01:00,189,16:07:24,18.459396362304688,77.9937744140625,580,,,,
2023-07-23T16:07:55+01:00,190,16:07:54,18.494110107421875,78.28826904296875,582,,,,
2023-07-23T16:08:25+01:00,191,16:08:25,18.518142700195312,78.34625244140625,598,,,,
2023-07-23T16:08:56+01:00,192,16:08:55,18.528823852539062,78.38287353515625,619,,,,
2023-07-23T16:09:26+01:00,193,16:09:26,18.550186157226562,78.3416748046875,643,,,,
2023-07-23T16:09:57+01:00,194,16:09:56,18.603591918945312,78.28521728515625,682,,,,
2023-07-23T16:10:27+01:00,195,16:10:26,18.598251342773438,78.23638916015625,684,,,,
2023-07-23T16:10:57+01:00,196,16:10:57,18.654327392578125,78.216552734375,686,,,,
2023-07-23T16:11:28+01:00,197,16:11:27,18.665008544921875,78.1036376953125,692,,,,
2023-07-23T16:11:58+01:00,198,16:11:58,18.705062866210938,77.9632568359375,719,,,,
2023-07-23T16:12:29+01:00,199,16:12:28,18.69171142578125,77.85491943359375,720,,,,
2023-07-23T16:12:59+01:00,200,16:12:59,18.729095458984375,77.73895263671875,722,,,,
2023-07-23T16:13:30+01:00,201,16:13:29,18.7664794921875,77.62451171875,721,,,,
2023-07-23T16:14:01+01:00,202,16:14:00,18.758468627929688,77.587890625,722,,,,
2023-07-23T16:14:31+01:00,203,16:14:30,18.782501220703125,77.53753662109375,724,,,,
2023-07-23T16:15:01+01:00,204,16:15:00,18.806533813476562,77.43682861328125,726,,,,
2023-07-23T16:15:32+01:00,205,16:15:31,18.835906982421875,77.3834228515625,728,,,,
2023-07-23T16:16:02+01:00,206,16:16:01,18.811874389648438,77.423095703125,731,,,,
2023-07-23T16:16:32+01:00,207,16:16:32,18.843917846679688,77.3101806640625,735,,,,
2023-07-23T16:17:03+01:00,208,16:17:02,18.843917846679688,77.1759033203125,737,,,,
2023-07-23T16:17:34+01:00,209,16:17:33,18.891983032226562,77.06146240234375,740,,,,
2023-07-23T16:18:04+01:00,210,16:18:03,18.899993896484375,77.06146240234375,748,,,,
2023-07-23T16:18:34+01:00,211,16:18:34,18.940048217773438,76.947021484375,760,,,,
2023-07-23T16:19:05+01:00,212,16:19:04,18.929367065429688,76.94854736328125,769,,,,
2023-07-23T16:19:35+01:00,213,16:19:35,18.945388793945312,76.86309814453125,780,,,,
2023-07-23T16:20:05+01:00,214,16:20:05,18.966751098632812,76.81121826171875,781,,,,
2023-07-23T16:20:36+01:00,215,16:20:35,18.950729370117188,76.72882080078125,782,,,,
2023-07-23T16:21:07+01:00,216,16:21:06,18.974761962890625,76.690673828125,789,,,,
2023-07-23T16:21:37+01:00,217,16:21:36,18.9801025390625,76.666259765625,791,,,,
2023-07-23T16:22:07+01:00,218,16:22:07,18.998794555664062,76.61590576171875,794,,,,
2023-07-23T16:22:38+01:00,219,16:22:37,18.99078369140625,76.556396484375,797,,,,
2023-07-23T16:23:08+01:00,220,16:23:08,19.01214599609375,76.53045654296875,808,,,,
2023-07-23T16:23:39+01:00,221,16:23:38,19.028167724609375,76.45721435546875,810,,,,
2023-07-23T16:24:09+01:00,222,16:24:09,19.041519165039062,76.4312744140625,811,,,,
2023-07-23T16:24:39+01:00,223,16:24:39,19.07623291015625,76.34429931640625,812,,,,
2023-07-23T16:25:10+01:00,224,16:25:09,19.041519165039062,76.300048828125,820,,,,
2023-07-23T16:25:41+01:00,225,16:25:40,19.07623291015625,76.33209228515625,822,,,,
2023-07-23T16:26:11+01:00,226,16:26:10,19.084243774414062,76.1993408203125,834,,,,
2023-07-23T16:26:41+01:00,227,16:26:41,19.100265502929688,76.1383056640625,835,,,,
2023-07-23T16:27:12+01:00,228,16:27:11,19.094924926757812,76.10321044921875,838,,,,
2023-07-23T16:27:42+01:00,229,16:27:42,19.089584350585938,76.11541748046875,844,,,,
2023-07-23T16:28:13+01:00,230,16:28:12,19.09759521484375,76.11541748046875,845,,,,
2023-07-23T16:28:44+01:00,231,16:28:43,19.121627807617188,76.11236572265625,854,,,,
2023-07-23T16:29:14+01:00,232,16:29:13,19.110946655273438,76.1138916015625,856,,,,
2023-07-23T16:29:44+01:00,233,16:29:43,19.132308959960938,76.0284423828125,860,,,,
2023-07-23T16:30:14+01:00,234,16:30:14,19.121627807617188,75.96893310546875,861,,,,
2023-07-23T16:30:45+01:00,235,16:30:44,19.116287231445312,76.00555419921875,864,,,,
2023-07-23T16:31:15+01:00,236,16:31:15,19.129638671875,75.94451904296875,876,,,,
2023-07-23T16:31:46+01:00,237,16:31:45,19.14031982421875,75.848388671875,876,,,,
2023-07-23T16:32:16+01:00,238,16:32:16,19.100265502929688,75.970458984375,878,,,,
2023-07-23T16:32:47+01:00,239,16:32:46,19.1510009765625,75.93231201171875,879,,,,
2023-07-23T16:33:17+01:00,240,16:33:17,19.1510009765625,75.872802734375,881,,,,
2023-07-23T16:33:48+01:00,241,16:33:47,19.14031982421875,75.96893310546875,887,,,,
2023-07-23T16:34:18+01:00,242,16:34:17,19.148330688476562,75.90789794921875,896,,,,
2023-07-23T16:34:48+01:00,243,16:34:48,19.167022705078125,75.823974609375,898,,,,
2023-07-23T16:35:19+01:00,244,16:35:18,19.164352416992188,75.89569091796875,908,,,,
2023-07-23T16:35:50+01:00,245,16:35:49,19.17236328125,75.811767578125,913,,,,
2023-07-23T16:36:20+01:00,246,16:36:19,19.175033569335938,75.799560546875,915,,,,
2023-07-23T16:36:50+01:00,247,16:36:50,19.175033569335938,75.750732421875,922,,,,
2023-07-23T16:37:21+01:00,248,16:37:20,19.164352416992188,75.823974609375,923,,,,
2023-07-23T16:37:51+01:00,249,16:37:51,19.175033569335938,75.750732421875,926,,,,
2023-07-23T16:38:22+01:00,250,16:38:21,19.167022705078125,75.85906982421875,928,,,,
2023-07-23T16:38:52+01:00,251,16:38:51,19.175033569335938,75.83465576171875,930,,,,
2023-07-23T16:39:22+01:00,252,16:39:22,19.185714721679688,75.750732421875,933,,,,
2023-07-23T16:39:53+01:00,253,16:39:52,19.207077026367188,75.7843017578125,933,,,,
2023-07-23T16:40:24+01:00,254,16:40:23,19.201736450195312,75.88043212890625,937,,,,
2023-07-23T16:40:54+01:00,255,16:40:53,19.185714721679688,75.94146728515625,938,,,,
2023-07-23T16:41:24+01:00,256,16:41:24,19.231109619140625,75.88958740234375,941,,,,
2023-07-23T16:41:55+01:00,257,16:41:54,19.215087890625,75.927734375,944,,,,
2023-07-23T16:42:25+01:00,258,16:42:25,19.191055297851562,75.9521484375,961,,,,
2023-07-23T16:42:56+01:00,259,16:42:55,19.209747314453125,75.91552734375,965,,,,
2023-07-23T16:43:26+01:00,260,16:43:25,19.20440673828125,75.9521484375,980,,,,
2023-07-23T16:43:56+01:00,261,16:43:56,19.199066162109375,76.02386474609375,982,,,,
2023-07-23T16:44:27+01:00,262,16:44:26,19.175033569335938,76.09710693359375,987,,,,
2023-07-23T16:44:58+01:00,263,16:44:57,19.1510009765625,76.17034912109375,990,,,,
2023-07-23T16:45:28+01:00,264,16:45:27,19.132308959960938,76.26800537109375,1008,,,,
2023-07-23T16:45:58+01:00,265,16:45:58,19.102935791015625,76.36566162109375,1008,,,,
2023-07-23T16:46:29+01:00,266,16:46:28,19.110946655273438,76.16119384765625,1010,,,,
2023-07-23T16:46:59+01:00,267,16:46:59,19.148330688476562,75.9552001953125,1011,,,,
2023-07-23T16:47:30+01:00,268,16:47:29,19.142990112304688,75.96893310546875,1011,,,,
2023-07-23T16:48:00+01:00,269,16:47:59,19.153671264648438,75.92010498046875,1011,,,,
2023-07-23T16:48:30+01:00,270,16:48:30,19.156341552734375,75.811767578125,1011,,,,
2023-07-23T16:49:01+01:00,271,16:49:00,19.142990112304688,75.76446533203125,1013,,,,
2023-07-23T16:49:31+01:00,272,16:49:31,19.148330688476562,75.848388671875,1018,,,,
2023-07-23T16:50:02+01:00,273,16:50:01,19.148330688476562,75.92010498046875,1019,,,,
2023-07-23T16:50:32+01:00,274,16:50:32,19.137649536132812,75.897216796875,1020,,,,
2023-07-23T16:51:03+01:00,275,16:51:02,19.121627807617188,75.87432861328125,1020,,,,
2023-07-23T16:51:33+01:00,276,16:51:33,19.156341552734375,75.836181640625,1021,,,,
2023-07-23T16:52:04+01:00,277,16:52:03,19.113616943359375,75.86212158203125,1023,,,,
2023-07-23T16:52:34+01:00,278,16:52:33,19.126968383789062,75.87432861328125,1023,,,,
2023-07-23T16:53:04+01:00,279,16:53:04,19.129638671875,75.7293701171875,1024,,,,
2023-07-23T16:53:35+01:00,280,16:53:34,19.124298095703125,75.73089599609375,1023,,,,
2023-07-23T16:54:06+01:00,281,16:54:05,19.145660400390625,75.66986083984375,1022,,,,
2023-07-23T16:54:36+01:00,282,16:54:35,19.175033569335938,75.5126953125,1023,,,,
2023-07-23T16:55:07+01:00,283,16:55:06,19.156341552734375,75.57373046875,1023,,,,
2023-07-23T16:55:37+01:00,284,16:55:36,19.180374145507812,75.6195068359375,1026,,,,
2023-07-23T16:56:07+01:00,285,16:56:07,19.14031982421875,75.7659912109375,1025,,,,
2023-07-23T16:56:38+01:00,286,16:56:37,19.100265502929688,75.8636474609375,1025,,,,
2023-07-23T16:57:08+01:00,287,16:57:08,19.094924926757812,75.82855224609375,1027,,,,
2023-07-23T16:57:39+01:00,288,16:57:38,19.121627807617188,75.74310302734375,1029,,,,
2023-07-23T16:58:09+01:00,289,16:58:09,19.100265502929688,75.75531005859375,1029,,,,
2023-07-23T16:58:39+01:00,290,16:58:39,19.102935791015625,75.8148193359375,1031,,,,
2023-07-23T16:59:10+01:00,291,16:59:09,19.105606079101562,75.74310302734375,1031,,,,
2023-07-23T16:59:40+01:00,292,16:59:40,19.110946655273438,75.77972412109375,1030,,,,
2023-07-23T17:00:11+01:00,293,17:00:10,19.105606079101562,75.75531005859375,1032,,,,
2023-07-23T17:00:41+01:00,294,17:00:41,19.100265502929688,75.79193115234375,1035,,,,
2023-07-23T17:01:12+01:00,295,17:01:11,19.110946655273438,75.6591796875,1036,,,,
2023-07-23T17:01:42+01:00,296,17:01:42,19.113616943359375,75.62408447265625,1037,,,,
2023-07-23T17:02:13+01:00,297,17:02:12,19.124298095703125,75.4913330078125,1037,,,,
2023-07-23T17:02:43+01:00,298,17:02:43,19.148330688476562,75.54931640625,1037,,,,
2023-07-23T17:03:14+01:00,299,17:03:13,19.124298095703125,75.53863525390625,1037,,,,
2023-07-23T17:03:44+01:00,300,17:03:44,19.113616943359375,75.64697265625,1038,,,,
2023-07-23T17:04:14+01:00,301,17:04:14,19.102935791015625,75.72021484375,1038,,,,
2023-07-23T17:04:45+01:00,302,17:04:44,19.100265502929688,75.68359375,1039,,,,
2023-07-23T17:05:15+01:00,303,17:05:15,19.124298095703125,75.6103515625,1040,,,,
2023-07-23T17:05:46+01:00,304,17:05:45,19.137649536132812,75.4669189453125,1040,,,,
2023-07-23T17:06:16+01:00,305,17:06:16,19.1510009765625,75.47760009765625,1039,,,,
2023-07-23T17:06:47+01:00,306,17:06:46,19.137649536132812,75.5859375,1040,,,,
